"id";"valid";"ref";"year";"species";"taxid";"taxon";"taxon_group";"family";"marker_type";"nb_markers";"sex";"crossing";"n_progeny";"n_meiosis";"linkage_map_length";"physical_length";"map_quality";"mapping_function";"accession";"link_genome";"ref_genome";"genome_size";"genome_Cvalue";"ploidy";"hcn";"original_map";"public_database";"ABH_data";"MapMaker_data";"link_data";"doi";"contact"
"Hordeum_vulgare_Fan2017";"FALSE";"Fan";2017;"Hordeum_vulgare";4513;"Angiosperm";4;"Poaceae";"NA";1494;"NA";"NA";"NA";"NA";"2144.511";3879108510;"NA";"NA";"NA";"NA";"NA";"NA";5428;2;7;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12870-017-1067-6/MediaObjects/12870_2017_1067_MOESM3_ESM.xlsx";"https://doi.org/10.1186/s12870-017-1067-6";"NA"
"Hordeum_vulgare_Zhou2015";"FALSE";"Zhou";2015;"Hordeum_vulgare";4513;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";5428;2;7;"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0133161.s001";"https://doi.org/10.1371/journal.pone.0133161";"NA"
"Hordeum_vulgare_Zhou2016";"FALSE";"Zhou";2016;"Hordeum_vulgare";4513;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"927.07";"NA";"NA";"NA";"NA";"NA";"NA";"5418.1";5428;2;7;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12863-016-0438-6/MediaObjects/12863_2016_438_MOESM6_ESM.xlsx";"https://doi.org/10.1186/s12863-016-0438-6";"NA"
"Humulus_lupulus_Henning2015";"FALSE";"Henning";2015;"Humulus_lupulus";3486;"Angiosperm";1;"Cannabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"745.9";"NA";"NA";"NA";"NA";"NA";"NA";"2836.2";2836;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s10681-015-1356-9";"NA"
"Ipomoea_batatas_Shirasawa2017";"FALSE";"Shirasawa";2017;"Ipomoea_batatas";4120;"Angiosperm";1;"Convolvulaceae";"NA";28087;"NA";"NA";"NA";"NA";"10521.55";632650180;"NA";"NA";"NA";"NA";"NA";"NA";1467;4;15;"NA";"NA";"NA";"NA";"https://media.nature.com/original/nature-assets/srep/2017/170310/srep44207/extref/srep44207-s2.xls";"https://doi.org/10.1038/srep44207";"NA"
"NA";"FALSE";"Zhao";2013;"Ipomoea_batatas";4120;"Angiosperm";1;"Convolvulaceae";"NA";"NA";"NA";"NA";"NA";"NA";"8184.5";"NA";"NA";"NA";"NA";"NA";"NA";"1833.75";1467;4;15;"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"NA";"FALSE";"Xia";2018;"Jatropha_curcas";180498;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";416;2;11;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/s13068-017-1004-9";"NA"
"Jatropha_curcas_Wu2015";"FALSE";"Wu";2015;"Jatropha_curcas";180498;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1655.8";"NA";"NA";"NA";"NA";"NA";"NA";"420.54";416;2;11;"NA";"NA";"NA";"NA";"https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2Ftpj.12761&file=tpj12761-sup-0042-DataS1.xlsx";"https://doi.org/10.1111/tpj.12761";"NA"
"Juglans_regia_Zhu2015";"FALSE";"Zhu";2015;"Juglans_regia";51240;"Angiosperm";1;"Juglandaceae";"NA";2577;"NA";"NA";"NA";"NA";"2590.096";498980324;"NA";"NA";"NA";"NA";"NA";"606.36";606;"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-015-1822-8/MediaObjects/12864_2015_1822_MOESM3_ESM.xls";"https://doi.org/10.1186/s12864-015-1822-8";"NA"
"NA";"FALSE";"Truco";2013;"Lactuca_sativa";4236;"Angiosperm";1;"Asteraceae";"NA";"NA";"NA";"NA";"NA";"NA";2974;"NA";"NA";"NA";"NA";"NA";"NA";"2591.7";2592;2;9;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1534/g3.112.004929 ";"NA"
"NA";"FALSE";"Guan";2011;"Larix_kaempferi";54800;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";"546.5";"NA";"NA";"NA";"NA";"NA";"NA";9291;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.5504/BBEQ.2011.0007";"NA"
"Larix_principisrupprechtii_Dong2019";"FALSE";"Dong";2019;"Larix_principisrupprechtii";"NA";"Gymnosperm";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://www.mdpi.com/2073-4425/10/8/583/s1";"https://doi.org/10.3390/genes10080583";"NA"
"Lens_culinaris_Sudheesh2016";"FALSE";"Sudheesh";2016;"Lens_culinaris";3864;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"2429.61";"NA";"NA";"NA";"NA";"NA";"NA";"4107.6";4108;2;7;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/223324_supplementary-materials_tables_5_xlsx/octet-stream/Table%205.xlsx/2/223324";"https://doi.org/10.3389/fpls.2016.01604";"NA"
"Linum_usitatissimum_Cloutier2012";"FALSE";"Cloutier";2012;"Linum_usitatissimum";4006;"Angiosperm";1;"Linaceae";"NA";"NA";"NA";"NA";"NA";"NA";1151;"NA";"NA";"NA";"NA";"NA";"NA";"684.6";685;2;15;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs00122-012-1953-0/MediaObjects/122_2012_1953_MOESM2_ESM.pdf";"https://doi.org/10.1007/s00122-012-1953-0";"NA"
"Linum_usitatissimum_Zhang2018";"FALSE";"Zhang";2018;"Linum_usitatissimum";4006;"Angiosperm";1;"Linaceae";"NA";4497;"NA";"NA";"NA";"NA";"2131.98";306785619;"NA";"NA";"NA";"NA";"NA";"NA";685;2;15;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12870-018-1366-6/MediaObjects/12870_2018_1366_MOESM2_ESM.xlsx";"https://doi.org/10.1186/s12870-018-1366-6";"NA"
"NA";"FALSE";"Guan";2014;"Lolium_multiflorum";4521;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"488.8";"NA";"NA";"NA";"NA";"NA";"NA";"2660.16";2661;2;7;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1111/grs.12055";"NA"
"Lolium_perenne_Velmurugan2016";"FALSE";"Velmurugan";2016;"Lolium_perenne";4522;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"952.6";"NA";"NA";"NA";"NA";"NA";"NA";"2365.782";2695;2;7;"NA";"NA";"NA";"NA";"https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/aob/118/1/10.1093_aob_mcw081/6/mcw081_suppl_data.zip?Expires=1575974224&Signature=nD0A~kNCHh~6hDGQPGAOjFYDBwMd4kVCsBzgXXJcbUbdNJs5jisoT4N-HoeDQaGHyx9mcUFO7KSOM7aDJeEV8F69TVOilUxC9tLhD7nmkmKHGVJRwHfIiyF8DFcexbrhCRb1C0ZYI8GlJC9RTwaX84yZUrjpezmrRifFxoKT5BClCOJBzJFDmmd8FStyADZH7rRdl5Ee0je4M80UcUEDzhpbTu57E3ZUjAF6hYbcuFQEEgv5fdCIhgJE36XrGCYPaTVTlU0BPsSkxoikLEWhm3XqCgIwUT93b0NoAdH7kVoreN8-PnF4AWJzt5fVznRcN7upl73NH5xOnpFvb5jMXg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA";"https://doi.org/10.1093/aob/mcw081";"NA"
"Lotus_japonicus_Wang2008";"FALSE";"Wang";2008;"Lotus_japonicus";34305;"Angiosperm";1;"Fabaceae";"AFLP-SSR";"NA";"NA";"NA";"NA";"NA";"508.5";"NA";"NA";"NA";"NA";"NA";"NA";"469.44";465;2;6;"NA";"NA";"NA";"NA";"https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/dnaresearch/15/5/10.1093/dnares/dsn022/2/dsn022-dsn022supp_Table2.xls?Expires=1575985752&Signature=uiELAzbwW4QMGFe6W-kzcPE4EGYPTJqvVPxP89oRnXAhx3yOjCTFNZLuBvj5g4ErOsAwAOBGjoErAfHro~pTdObQv8YAcTJ9SgTQz~xR8ooFRfpus1rbccpfFZXE5vluuC4H8vgbgJP~qTUu659RmKjzvmmqK5VmcVNimrmclR0CIyIubdyprIuo-AiEYutTlXUC-Jk-XjyVitcPPacNVOFCkYVXwLtB7lqMW~xrkxEbrDIVtCRd86WXaE2fKeX6IVrVB86n7UCq3L6eWZ-YAZgjIhTCloddc1xdUGxFyO-ctr3~ygMClzVoyHymlulqvigddEpk5r1ovDyRJzJPBw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA";"https://doi.org/10.1093/dnares/dsn022";"NA"
"NA";"FALSE";"Wu";2016;"Luffa_acutangula";56866;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1436.12";"NA";"NA";"NA";"NA";"NA";"NA";"831.3";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3389/fpls.2016.00980";"NA"
"NA";"FALSE";"Vipin";2013;"Lupinus_albus";3870;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";2169;"NA";"NA";"NA";"NA";"NA";"NA";"586.8";587;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1270/jsbbs.63.292";"NA"
"Lupinus_angustifolius_Yang2013";"FALSE";"Yang";2013;"Lupinus_angustifolius";3871;"Angiosperm";1;"Fabaceae";"SNP";"NA";"NA";"NA";"NA";"NA";"1629.9";"NA";"NA";"NA";"NA";"NA";"NA";1153;905;2;20;"NA";"NA";"NA";"NA";"https://journals.plos.org/plosone/article/file?type=supplementary&id=info:doi/10.1371/journal.pone.0064799.s005";"https://doi.org/10.1371/journal.pone.0064799";"NA"
"Lycium_barbarum_Gong2019";"FALSE";"Gong";2019;"Lycium_barbarum";112863;"Angiosperm";1;"Solanaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-019-1000-9/MediaObjects/11032_2019_1000_MOESM5_ESM.xlsx";"https://doi.org/10.1007/s11032-019-1000-9";"NA"
"NA";"FALSE";"Zhao";2019;"Lycium_barbarum";112863;"Angiosperm";1;"Solanaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3389/fpls.2019.00977";"NA"
"Malus_domestica_DiPierro2016";"TRUE";"DiPierro";2016;"Malus_domestica";3750;"Angiosperm";1;"Rosaceae";"SNP";10996;"sex-averaged";"full-sib";1586;"NA";"1365.022";648375902;"NA";"haldane";"GCA_004115385.1";"NA";"NA";"1874.77";"NA";"NA";"NA";"genetic";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1038%2Fhortres.2016.57/MediaObjects/41438_2016_BFhortres201657_MOESM86_ESM.xls";"https://doi.org/10.1038/hortres.2016.57";"NA"
"Malus_pumila_Clark2014";"FALSE";"Clark";2014;"Malus_pumila";283210;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1481.72";"NA";"NA";"NA";"NA";"NA";"NA";"753.06";753;2;"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11295-014-0709-1/MediaObjects/11295_2014_709_MOESM2_ESM.xlsx";"https://doi.org/10.1007/s11295-014-0709-1";"NA"
"NA";"FALSE";"Liu";2016;"Malus_sieversii";106567;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1299.67";"NA";"NA";"NA";"NA";"NA";"NA";"733.5";734;2;17;"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"Mangifera_indica_Luo2016F";"FALSE";"Luo";2016;"Mangifera_indica";29780;"Angiosperm";1;"Anacardiaceae";"SLAF";"NA";"female";"F1";173;"NA";"3144.222";"NA";"NA";"kosambi";"GCA_011075055.1";"NA";"NA";"440.1";440;4;10;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/209016_supplementary-materials_tables_4_xlsx/octet-stream/Table%204.XLSX/1/209016";"https://doi.org/10.3389/fpls.2016.01310";"NA"
"Mangifera_indica_Luo2016M";"FALSE";"Luo";2016;"Mangifera_indica";29780;"Angiosperm";1;"Anacardiaceae";"SLAF";"NA";"male";"F1";173;"NA";"2747.892";"NA";"NA";"kosambi";"GCA_011075055.1";"NA";"NA";"440.1";440;4;10;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/209016_supplementary-materials_tables_4_xlsx/octet-stream/Table%204.XLSX/1/209016";"https://doi.org/10.3389/fpls.2016.01310";"NA"
"Mangifera_indica_Luo2016";"TRUE";"Luo";2016;"Mangifera_indica";29780;"Angiosperm";1;"Anacardiaceae";"SLAF";6594;"sex-averaged";"F1";173;"NA";"3248.198";352263385;"NA";"kosambi";"GCA_011075055.1";"NA";"NA";"440.1";440;4;10;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/209016_supplementary-materials_tables_4_xlsx/octet-stream/Table%204.XLSX/1/209016";"https://doi.org/10.3389/fpls.2016.01310";"NA"
"Manihot_esculenta_ICGMC2015";"TRUE";"ICGMC";2015;"Manihot_esculenta";3983;"Angiosperm";1;"Euphorbiaceae";"SNP";22403;"sex-averaged";"F1";"NA";3480;"2412.35";383482796;"NA";"kosambi";"GCA_001659605.1";"NA";"v4.1";"1222.5";807;2;36;"marey";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/472473/field_highwire_adjunct_files/6/FileS2.txt";"https://doi.org/10.1534/g3.114.015008 ";"NA"
"Manihot_esculenta_Soto2015";"FALSE";"Soto";2015;"Manihot_esculenta";3983;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";807;2;36;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-015-1397-4/MediaObjects/12864_2015_1397_MOESM5_ESM.xlsx";"https://doi.org/10.1186/s12864-015-1397-4";"NA"
"Medicago_sativa_Li2014";"FALSE";"Li";2014;"Medicago_sativa";3879;"Angiosperm";1;"Fabaceae";"NA";3590;"NA";"NA";"NA";"NA";"605.474";383437231;"NA";"NA";"NA";"NA";"NA";"1276.29";841;2;8;"marey";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/472484/field_highwire_adjunct_files/15/TableS3.pdf";"https://doi.org/10.1534/g3.114.012245 ";"NA"
"Medicago_truncatula_Gorton2012";"FALSE";"Gorton";2012;"Medicago_truncatula";3880;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";1215;"NA";"NA";"NA";"NA";"NA";"NA";"469.44";465;2;8;"NA";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/471988/field_highwire_adjunct_files/3/FileS1.xlsx";"https://doi.org/10.1534/g3.112.003269 ";"NA"
"Mimulus_guttatus_Holeski2014";"FALSE";"Holeski";2014;"Mimulus_guttatus";4155;"Angiosperm";1;"Phrymaceae";"NA";"NA";"NA";"NA";"NA";"NA";1750;"NA";"NA";"NA";"NA";"NA";"NA";450;362;4;"NA";"NA";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/472333/field_highwire_adjunct_files/4/TableS1.xlsx";"https://doi.org/10.1534/g3.113.010124 ";"NA"
"Miscanthus_sinensis_Liu2016";"FALSE";"Liu";2016;"Miscanthus_sinensis";62337;"Angiosperm";4;"Poaceae";"SNP";3182;"sex-averaged";"NA";"NA";"NA";"19248.573";709785501;"NA";"NA";"GCA_002993905.1";"NA";"NA";"2591.7";2592;2;19;"NA";"NA";"NA";"NA";"https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2Fgcbb.12275&file=gcbb12275-sup-0002-Supinfo2.xlsx";"https://doi.org/10.1111/gcbb.12275";"NA"
"Miscanthus_sinensis_Liu2016F";"FALSE";"Liu";2016;"Miscanthus_sinensis";62337;"Angiosperm";4;"Poaceae";"SNP";"NA";"female";"NA";"NA";"NA";"1605.5";"NA";"NA";"NA";"GCA_002993905.1";"NA";"NA";"2591.7";2592;2;19;"NA";"NA";"NA";"NA";"https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2Fgcbb.12275&file=gcbb12275-sup-0002-Supinfo2.xlsx";"https://doi.org/10.1111/gcbb.12275";"NA"
"Miscanthus_sinensis_Liu2016M";"FALSE";"Liu";2016;"Miscanthus_sinensis";62337;"Angiosperm";4;"Poaceae";"SNP";"NA";"male";"NA";"NA";"NA";"1605.5";"NA";"NA";"NA";"GCA_002993905.1";"NA";"NA";"2591.7";2592;2;19;"NA";"NA";"NA";"NA";"https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2Fgcbb.12275&file=gcbb12275-sup-0002-Supinfo2.xlsx";"https://doi.org/10.1111/gcbb.12275";"NA"
"NA";"FALSE";"Hippolyte";2010;"Musa_acuminata";4641;"Angiosperm";4;"Musaceae";"NA";"NA";"NA";"NA";"NA";"NA";1197;"NA";"NA";"NA";"NA";"NA";"NA";"472.231";611;2;11;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/1471-2229-10-65";"NA"
"NA";"FALSE";"Zhang";2014;"Nelumbo_lutea";4431;"Angiosperm";7;"Nelumbonaceae";"NA";"NA";"NA";"NA";"NA";"NA";"494.3";"NA";"NA";"NA";"NA";"NA";"NA";"948.66";944;2;8;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/1471-2164-15-372";"NA"
"Nelumbo_nucifera_Liu2016";"FALSE";"Liu";2016;"Nelumbo_nucifera";4432;"Angiosperm";7;"Nelumbonaceae";"NA";8971;"NA";"NA";"NA";"NA";6111;778686860;"NA";"NA";"NA";"NA";"NA";"234.72";237;2;8;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-016-2781-4/MediaObjects/12864_2016_2781_MOESM5_ESM.xlsx";"https://doi.org/10.1186/s12864-016-2781-4";"NA"
"NA";"FALSE";"Zhang";2012;"Nicotiana_langsdorffii";118700;"Angiosperm";1;"Solanaceae";"NA";"NA";"NA";"NA";"NA";"NA";1062;"NA";"NA";"NA";"NA";"NA";"NA";"4254.3";4254;2;9;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3389/fpls.2012.00185";"NA"
"Nicotiana_tabacum_Gong2016";"FALSE";"Gong";2016;"Nicotiana_tabacum";4097;"Angiosperm";1;"Solanaceae";"SLAF";4409;"NA";"NA";"NA";"NA";"2662.421";"NA";"NA";"NA";"NA";"NA";"NA";"5066.04";5061;4;12;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-016-0514-7/MediaObjects/11032_2016_514_MOESM2_ESM.xls";"https://doi.org/10.1007/s11032-016-0514-7";"NA"
"NA";"FALSE";"Xiao";2015;"Nicotiana_tabacum";4097;"Angiosperm";1;"Solanaceae";"SNP";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";5061;4;12;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/s40709-015-0034-3";"NA"
"Nicotiana_tabacum_Cheng2019";"FALSE";"Cheng";2019;"Nicotiana_tabacum";4097;"Angiosperm";1;"Solanaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";5061;4;12;"NA";"NA";"NA";"NA";"https://ars.els-cdn.com/content/image/1-s2.0-S2214514119300261-mmc2.xlsx";"https://doi.org/10.1016/j.cj.2018.11.010";"NA"
"NA";"FALSE";"Ipek";2016;"Olea_europaea";4146;"Angiosperm";1;"Oleaceae";"NA";"NA";"NA";"NA";"NA";"NA";3049;"NA";"NA";"NA";"NA";"NA";"NA";"1907.1";1907;2;23;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s10528-016-9721-5";"NA"
"NA";"FALSE";"Ezhu";2018;"Oryza_minuta";63629;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";1687;4;12;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3389/fpls.2018.01492";"NA"
"NA";"FALSE";"Luo";2016;"Oryza_rufipogon";4529;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1596.8";"NA";"NA";"NA";"NA";"NA";"NA";"449.88";445;2;12;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/S2095-3119(16)61465-X";"NA"
"Oryza_sativa_DeLeon2016";"TRUE";"DeLeon";2016;"Oryza_sativa";4530;"Angiosperm";4;"Poaceae";"SNP";9303;"sex-averaged";"RIL";187;"NA";"1650.19";371771168;"NA";"kosambi";"GCA_001433935.1";"NA";"Nipponbare_reference_genome_MSU_release_7";489;489;2;12;"marey";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12284-016-0125-2/MediaObjects/12284_2016_125_MOESM1_ESM.xlsx";"https://doi.org/10.1186/s12284-016-0125-2";"NA"
"Paeonia_moutan_Cai2015";"FALSE";"Cai";2015;"Paeonia_moutan";45171;"Angiosperm";1;"Paeoniaceae";"SLAF";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0128584.s004";"https://doi.org/10.1371/journal.pone.0128584";"NA"
"Paeonia_suffruticosa_Li2018";"FALSE";"Li";2018;"Paeonia_suffruticosa";45171;"Angiosperm";1;"Paeoniaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11295-019-1367-0/MediaObjects/11295_2019_1367_MOESM3_ESM.xlsx";"https://doi.org/10.1007/s11295-019-1367-0";"NA"
"NA";"FALSE";"Zhang";2019;"Paeonia_suffruticosa";45171;"Angiosperm";1;"Paeoniaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://ars.els-cdn.com/content/image/1-s2.0-S0304423818307428-mmc1.xlsx";"https://doi.org/10.1016/j.scienta.2018.10.039";"NA"
"NA";"FALSE";"Liu";2012;"Panicum_virgatum";38727;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"2085.2";"NA";"NA";"NA";"NA";"NA";"NA";"1792.674";1320;4;9;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1534/g3.111.001503";"NA"
"NA";"FALSE";"Punnuri";2016;"Pennisetum_glaucum";4543;"Angiosperm";4;"Poaceae";"SNP";16650;"sex-averaged";"RIL";150;"NA";"716.7";"NA";"NA";"kosambi";"NA";"NA";"NA";"2621.04";2616;2;7;"NA";"NA";"NA";"NA";"NA";"doi:10.3835/plantgenome2015.10.0106";"NA"
"NA";"FALSE";"Borrone";2009;"Persea_americana";3435;"Angiosperm";5;"Lauraceae";"NA";"NA";"NA";"NA";"NA";"NA";"1087.4";"NA";"NA";"NA";"NA";"NA";"NA";"909.54";905;2;12;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-009-0208-y";"NA"
"NA";"FALSE";"Bossolini";2011;"Petunia_axillaris";33119;"Angiosperm";1;"Solanaceae";"NA";"NA";"NA";"NA";"NA";"NA";970;"NA";"NA";"NA";"NA";"NA";"NA";"1369.2";1369;2;7;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1139/g10-116";"NA"
"Phaseolus_vulgaris_Song2015";"TRUE";"Song";2015;"Phaseolus_vulgaris";3885;"Angiosperm";1;"Fabaceae";"SNP";6458;"sex-averaged";"F2";267;"NA";"1035.73";526213110;"NA";"kosambi";"GCA_001517995.1";"NA";"NA";"586.8";587;2;11;"marey";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/472614/field_highwire_adjunct_files/5/TableS4.xlsx";"https://doi.org/10.1534/g3.115.020594 ";"NA"
"Phoenix_dactylifera_Mathew2014";"FALSE";"Mathew";2014;"Phoenix_dactylifera";42345;"Angiosperm";4;"Arecaceae";"NA";5946;"NA";"NA";"NA";"NA";"1310.546";380271816;"NA";"NA";"NA";"NA";"NA";"929.1";929;2;18;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2F1471-2164-15-285/MediaObjects/12864_2013_5979_MOESM1_ESM.xls";"https://doi.org/10.1186/1471-2164-15-285";"NA"
"NA";"FALSE";"Kamisugi";2008;"Physcomitrella_patens";3218;"Bryophyte";2;"Funariaceae";"NA";"NA";"NA";"NA";"NA";"NA";4410;"NA";"NA";"NA";"NA";"NA";"NA";"477.948";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1111/j.1365-313X.2008.03637.x";"NA"
"NA";"FALSE";"Lind";2014;"Picea_abies";3329;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1889.2";"NA";"NA";"NA";"NA";"NA";"NA";"18190.8";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0101049";"NA"
"NA";"FALSE";"Friedline";2015;"Pinus_balfouriana";3338;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1572.8";"NA";"NA";"NA";"NA";"NA";"NA";"29281.32";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-015-0866-x";"NA"
"NA";"FALSE";"Yang";2013;"Pinus_elliottii";42064;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1036.3";"NA";"NA";"NA";"NA";"NA";"NA";"22787.4";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11632-013-0306-7";"NA"
"NA";"FALSE";"Chen";2010;"Pinus_koraiensis";88728;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";"857.46";"NA";"NA";"NA";"NA";"NA";"NA";"27579.6";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s00468-010-0438-5";"NA"
"NA";"FALSE";"Jermstad";2011;"Pinus_lambertiana";3343;"Gymnosperm";6;"Pinaceae";"NA";"NA";"NA";"NA";"NA";"NA";1231;"NA";"NA";"NA";"NA";"NA";"NA";"27602.7";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-010-0347-1";"NA"
