set	map	mkr	gen	phys	vld
Arachis_duranensis_Bertioli2016	A1	TOG901908_683	50.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	RGA16	52.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c5353_469	55	93725207	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG901037_411	55	93699618	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG896390_652	57.7	95388145	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c6084_79	58.5	96106820	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c13239_201	58.5	96057833	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG961504	58.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	Seq2H11	58.5	95654513	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG902998	59.3	96221672	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG902998_510	60.6	96221672	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c9674_219	63.7	98590761	TRUE
Arachis_duranensis_Bertioli2016	A1	GM635a	63.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG910796_582	64.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG910796_419	64.7	96754359	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG931720_758	64.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG895237_630	65.7	100018349	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c1206_610	67.8	98917651	TRUE
Arachis_duranensis_Bertioli2016	A1	TC27H12	67.8	100338130	TRUE
Arachis_duranensis_Bertioli2016	A1	Seq3B5	67.8	100579807	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG943467_311	68.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c4560_244	68.7	101334629	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG896530_562	71.6	102069531	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG896530	72.8	102069190	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c4065_840	74.7	102196470	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c1301_572	74.7	102313357	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG904805	78.2	103874181	TRUE
Arachis_duranensis_Bertioli2016	A1	DS_c6166_412	78.2	103871365	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG904805_259	79.2	103874181	TRUE
Arachis_duranensis_Bertioli2016	A1	TC13C03	84.1	105294249	TRUE
Arachis_duranensis_Bertioli2016	A1	TOG895572_195	84.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	Leg037	84.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	RN17F12	85	106009002	TRUE
Arachis_duranensis_Bertioli2016	A1	TC16A10	86.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	TC23C08_1	86.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	TC14H09	86.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A1	RN22A12	86.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG899545_480	0	42813	TRUE
Arachis_duranensis_Bertioli2016	A2	TC42A05	10.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c11309_145	12.8	1910565	TRUE
Arachis_duranensis_Bertioli2016	A2	Seq12E3_P	20.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	RN20C10	27.4	4263613	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c11441_202	33.1	6591500	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG896305_233	34.1	6721940	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG905828_189	34.1	8945313	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG895021_303	35.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG906955_159	35.1	7332680	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG895021_390	35.1	7679090	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c8644_136	35.7	7896825	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG906955	35.7	7332680	TRUE
Arachis_duranensis_Bertioli2016	A2	RGA18	36.3	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	PM402	38	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	PM73	38.6	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Leg213	39.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG912749_615	41.5	12777514	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c16720_160	42.1	16317711	TRUE
Arachis_duranensis_Bertioli2016	A2	Leg296	42.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	RN0x615	42.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG905480_1140	43.9	66225025	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG898599_456	43.9	21847403	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG908191_552	43.9	68610311	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG912749	44.5	12777822	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG905480	45.1	66225025	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG894371	45.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG910323	45.1	62965700	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c6550_290	45.1	68844804	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c468_604	45.1	47290457	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG908191	45.1	68610223	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c20163_113	45.7	72980815	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG914910_1280	46.3	75732202	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c6230_149	46.3	76738828	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG940538_240	46.3	77916319	TRUE
Arachis_duranensis_Bertioli2016	A2	RI1F06	46.3	77238620	TRUE
Arachis_duranensis_Bertioli2016	A2	TC4D02	46.3	78396068	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG900416	47.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Leg202	48.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Ah-573	49.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c14247_275	50.2	83608917	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c1594_467	50.2	84440594	TRUE
Arachis_duranensis_Bertioli2016	A2	RM2H10	50.9	84722925	TRUE
Arachis_duranensis_Bertioli2016	A2	TC1A08	50.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c4566_203	58.7	87289689	TRUE
Arachis_duranensis_Bertioli2016	A2	Seq14F4	61.2	87383752	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c1614_886	64.9	88903581	TRUE
Arachis_duranensis_Bertioli2016	A2	Leg146	64.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Seq11H11	68.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG896540	71.3	90705002	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG896540_664	71.3	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG894171_538	76	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG901145_541	76	92631394	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c2408_432	76	92688731	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG894171_695	76	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Seq2F5	76	92515184	TRUE
Arachis_duranensis_Bertioli2016	A2	gi_623	76	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	Leg069	76	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	LegTC3145	76.6	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG894890	77.3	92925509	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG894890_927	77.3	92925509	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c1565_477	78	93216535	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c1458_262	81.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG908826_519	83	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	DS_c229_845	83	NA	TRUE
Arachis_duranensis_Bertioli2016	A2	TOG908826_274	83	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TC3E02	0	119422	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG900871	0	214272	TRUE
Arachis_duranensis_Bertioli2016	A3	Seq4F10	0	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c7338_180	0.799999999999997	423875	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG902919_732	1.40000000000001	400833	TRUE
Arachis_duranensis_Bertioli2016	A3	RN8C09	12.5	1498542	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG905182	14.4	2062057	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896103_453	15.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG900798_420	15.8	2447534	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG905182_531	15.8	2062057	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c5636_217	20	2326850	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG916363_409	21.2	2447534	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896251_774	23.3	2565863	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG899728_220	24.8	2762719	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c9436_517	27.1	3131288	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c3299_638	31	3952407	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1970_159	31	3880108	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg133	31	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897973_670	32.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG895760_1090	32.1	5139381	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c2271_770	32.1	5057354	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG895760_948	32.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG901894_921	33.5	5565830	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG914210_63	33.5	5632475	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG910831_313	33.5	3979078	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG901894	33.5	5565830	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG914210	33.5	5632082	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896068_100	33.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG924872_95	34.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906924_458	34.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906948_482	34.8	6332483	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg470	34.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TC1E06	40.4	10132301	TRUE
Arachis_duranensis_Bertioli2016	A3	LegTC811	40.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TC11E04	41.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG903841_1059	43.4	8771543	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG908354_470	44.9	8653491	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG902901_113	44.9	18137554	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897059	44.9	18588196	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg729	44.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	PM238	46.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c2026_739	47.5	23265716	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg225	47.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG902935_739	48.3	23932417	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896252_1129	50	29655913	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897323_947	50	27433433	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c2626_285	50.6	27435629	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897323_439	50.9	27432925	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg043	51.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1119_235	52.2	36167791	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg223	53.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896361_703	53.9	96087594	TRUE
Arachis_duranensis_Bertioli2016	A3	TC3G01	53.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG928631_437	53.9	73798697	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906822_493	53.9	107148556	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896361_419	53.9	96087878	TRUE
Arachis_duranensis_Bertioli2016	A3	TC4E10	53.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896681_234	53.9	89026311	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg168	53.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg024	53.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1226_235	53.9	104946512	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c10697_244	53.9	71567047	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG928631	53.9	73798697	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896361	53.9	96087594	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg301	53.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	Seq15F12	57.6	108048878	TRUE
Arachis_duranensis_Bertioli2016	A3	PM3	70.2	113812584	TRUE
Arachis_duranensis_Bertioli2016	A3	Seq18A5	72.1	124917399	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg181	75.3	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c13100_68	76.3	114612300	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897609_289	76.3	114586891	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1067_409	77	114683628	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG908531_1103	77.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1695_200	81.1	121696611	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c10238_101	81.1	121696257	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c2349_532	81.7	119168015	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG946941_815	81.7	118412827	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c15986_66	81.7	118951075	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg4Gm	81.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG895173_722	82.5	119687964	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG895173_675	82.5	119687918	TRUE
Arachis_duranensis_Bertioli2016	A3	Ah30	82.5	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG905123_186	83.5	120740281	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c3455_472	85.6	121800312	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG901146_187	86.9	122052984	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG895781	86.9	122312714	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG902879_117	86.9	122536264	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG897269_422	89.6	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894844_420	91.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894844	91.8	124423124	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894844_638	91.8	124423124	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c525_514	92.7	124556595	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG916106_451	94.8	125084026	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG900220_441	94.8	124929642	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG916106_302	94.8	125084175	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg236	94.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c2678_792	98.4	125959855	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1813_430	98.4	125650660	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg237	98.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG901133_147	101.2	126959546	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906764_232	101.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG898284_1080	101.2	127334693	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906764_196	101.2	127334693	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894257_158	101.9	127701929	TRUE
Arachis_duranensis_Bertioli2016	A3	TC4G02	101.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG908642_255	101.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG903957_763	107.9	129061968	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG923561_536	108.6	129526253	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg066	111.6	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c3385_468	112.2	130608349	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c22464_119	112.2	131018573	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c7936_190	112.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	RN3E10	112.2	130658577	TRUE
Arachis_duranensis_Bertioli2016	A3	LegTC987	112.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TC7E04	114	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG900146_296	115.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c9538_221	115.8	132691341	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c3639_1180	115.8	132427813	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c454_491	115.8	132030329	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG900146	115.8	132756148	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG898437_81	115.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896584_674	118.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG896584	118.2	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c12903_140	118.2	133453408	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894308_1403	118.2	133594478	TRUE
Arachis_duranensis_Bertioli2016	A3	RGA22	119.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c6953_744	121.6	133868937	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c6812_226	122.2	134097776	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG894287_381	123.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c1977_844	125.8	134516944	TRUE
Arachis_duranensis_Bertioli2016	A3	DS_c5040_483	126.4	134564891	TRUE
Arachis_duranensis_Bertioli2016	A3	TOG906575_304	127	134828274	TRUE
Arachis_duranensis_Bertioli2016	A3	Leg188	127	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	RGA2	0	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c6358_532	0.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	gi-338	3	845555	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG903803_379	4.3	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG919160_1171	4.3	1353712	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c1785_157	5.8	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG895545_1356	7.1	2452824	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG895545_546	7.1	2452022	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG899297_685	7.7	2758623	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG948068_413	7.7	2737075	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG899297	8.4	2758623	TRUE
Arachis_duranensis_Bertioli2016	A4	TC7G10	11.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG930652	12.1	3083318	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c12179_148	12.1	3255867	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG930652_303	12.8	3083288	TRUE
Arachis_duranensis_Bertioli2016	A4	TC11B04	16	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg14MGm	18.3	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG898883_971	18.3	4801353	TRUE
Arachis_duranensis_Bertioli2016	A4	Ah-229	19.9	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg152	20.6	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG898304_485	23.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c1865_177	23.7	6578131	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG898304_670	24	7210819	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg136	25.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c5628_94	28.4	11208705	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c10945_309	28.4	11166733	TRUE
Arachis_duranensis_Bertioli2016	A4	TC5A07	29.1	11614688	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c8849_670	29.8	13903815	TRUE
Arachis_duranensis_Bertioli2016	A4	gi-832	32	82250814	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg318	32	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG905303_802	32	68583809	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c18568_145	32	78284818	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c935_168	32	86912126	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG908483_1069	32	78284256	TRUE
Arachis_duranensis_Bertioli2016	A4	RN5H02	32.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c3876_497	32.7	101384188	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG901166	33.4	102082744	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c14311_196	33.4	104888426	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c2743_506	33.4	105038919	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c7239_98	33.4	104413086	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c17493_197	33.4	102372108	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c8507_92	33.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG906490	34.1	106874754	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c16177_84	34.1	105532892	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c3375_845	34.1	108750869	TRUE
Arachis_duranensis_Bertioli2016	A4	PM120	35.1	108835050	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG937303	35.1	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg050	36.4	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	Leg270	37.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG909835	37.7	113480764	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG898975	37.7	113836364	TRUE
Arachis_duranensis_Bertioli2016	A4	TOG917728	37.7	NA	TRUE
Arachis_duranensis_Bertioli2016	A4	DS_c12744_280	37.7	114137405	TRUE
