set	map	mkr	gen	phys	vld
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_rep_c96154_147	20.69	22935049	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_rep_c96154_147	20.69	23025198	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00101392_51	20.69	18954	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP7_c3250_98	23.57	27064592	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c16098_95	23.57	27064954	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c10783_17554146	23.57	27065104	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00097523_51	23.68	28447510	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c10689_254	23.92	29036416	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BobWhite_c48591_394	24.27	30123545	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c13136_1363	24.27	30125858	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c7026_2635	24.27	30135460	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BobWhite_c4328_1345	24.27	30142260	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BobWhite_c4384_262	24.27	19281858	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV7845	25.49	30721359	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig8382_300	25.49	31010557	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig8382_300	25.49	31450125	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_rep_c107325_644	26.46	34132083	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	GENE-0002_856	26.69	35351387	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31983_40709607	26.93	36492311	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31983_40709866	26.93	36492571	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig50355_269	27.05	36510542	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c22663_367	27.05	36510701	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c22663_367	27.05	36510824	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig50355_685	27.05	36511208	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig77289_179	27.77	36829955	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c82555_88	27.89	36832655	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c4887_1814	28.25	38407623	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c10090_963	28.25	38600239	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_rep_c111911_116	28.25	38601085	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c7237_1084	28.25	39217363	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig11004_613	28.48	39214617	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig61515_522	28.48	39218417	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig61515_259	28.48	39218688	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00029346_51	28.84	41209120	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c89908_105	28.84	41926293	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c826_2186	29.08	42542866	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	TA003773-0807	29.08	42543418	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV5652	29.43	43868555	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00012210_51	29.43	43869546	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RFL_Contig5090_1510	29.79	44000751	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c75270_566	29.91	44176613	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_rep_c72587_123	30.14	44369450	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_rep_c114535_55	30.99	48874203	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig9199_714	30.99	48874541	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig5008_556	31.1	50413659	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	tplb0052b04_1651	31.22	51306724	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	tplb0052b04_1651	31.22	51317008	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c42365_265	32.2	53258308	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c42365_265	32.2	53337927	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c5606_1192	36.24	66703588	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c2181_4089639	36.24	68582113	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c2181_4089639	36.24	68582354	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c2181_4089788	36.24	68582361	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c24686_33942264	36.24	70825463	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c37183_331	36.24	70826458	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c24686_33941368	36.24	70826608	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ex_c29914_480	36.72	77795792	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ex_c29914_480	36.72	77796073	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_rep_c103028_88077819	36.72	77936332	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_RFL_Contig2185_1520256	36.72	77936482	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV814	36.72	89158477	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV8458	36.72	92881832	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c24897_140	36.72	93186426	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c111741_93530669	36.72	94872699	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV1463	36.72	94875058	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c2749_5091813	36.72	94878496	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV3306	36.72	98080520	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ex_c60135_528	36.72	101209671	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c5696_1556	36.72	102794315	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31525_40302747	36.72	102794377	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31525_40302747	36.72	102794946	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31525_40302140	36.72	102796482	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c31525_40302140	36.72	102796764	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c4099_321	36.72	102797618	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c26098_35349905	36.95	73881476	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c48375_53299028	36.95	105027064	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c39661_46902689	36.95	112807369	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c1080_523	36.95	114220470	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c28165_37310070	36.95	122146828	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c26098_35349905	36.95	129951212	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c26098_35349905	36.95	93655828	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c6255_1119	37.07	139084082	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_rep_c66382_64577768	37.07	143046362	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_rep_c67763_66441222	37.07	146356142	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_rep_c67763_66441222	37.07	146356499	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c13724_21535046	37.07	156302034	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00067330_51	37.07	161710121	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ra_rep_c105422_89367749	37.07	166015889	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV5756	37.07	184140430	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ku_c2898_1284	37.07	184140580	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ku_c2898_1247	37.07	184140617	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c6826_11774795	37.07	198010391	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c6278_10941843	37.07	199904383	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c8666_14522816	37.07	201538213	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV1851	37.07	201538413	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c3365_6183009	37.07	201976060	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c3365_6183009	37.07	201976224	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	D_contig56439_127	37.07	73193475	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_rep_c72774_131	37.07	196690921	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_rep_c72774_131	37.07	205776204	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_rep_c99813_69	37.18	233787077	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_rep_c99813_69	37.18	233787244	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c65280_322	37.18	56927521	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c65280_322	37.18	144032245	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c65280_322	37.18	86495292	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c2286_85	37.18	157489188	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c2286_85	37.18	195826925	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c2286_85	37.18	214455698	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IACX500	37.54	243032156	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig72192_260	37.54	253022407	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	GENE-0099_460	37.65	243733405	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c2322_174	37.65	243965877	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c2322_732	37.65	243969268	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c2322_1067	37.65	243969820	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IACX7695	37.65	243993009	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_BE585780A_Ta_2_1	37.77	236301803	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig30751_333	37.77	239564177	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00101116_51	37.77	240204190	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00009866_51	37.77	242086264	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00085851_51	37.77	242086271	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IACX8300	37.77	242086408	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Tdurum_contig81558_113	37.77	242446988	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ku_c30921_40705731	37.77	245531089	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	JD_c49839_558	38.01	258599696	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	JD_c49839_558	38.01	258599860	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c31364_576	38.01	258969300	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c31364_576	38.01	258969344	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c45984_286	38.01	258971536	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IACX872	38.01	261560894	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c43011_95	38.01	264217313	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c25839_487	38.01	264477236	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c25839_487	38.01	264484605	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c22728_610	38.01	264484609	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c13058_241	38.01	267702766	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c32885_145	38.01	267725005	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c44049_50205614	38.01	268294328	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c44049_50205457	38.01	268294484	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c272_1632	38.01	269115929	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00090408_51	38.01	275843696	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV5730	38.01	277885345	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RFL_Contig921_337	38.01	279453742	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RFL_Contig921_337	38.01	279453939	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ku_c6979_182	38.01	279565972	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c8512_964	38.01	279566727	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c6338_1887	38.01	283154626	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c1374_2630830	38.01	285947440	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c1374_2630830	38.01	285947916	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c8885_14842394	38.01	285950987	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c3572_6531810	38.01	287114423	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c3572_6531810	38.01	287114566	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c3572_6533892	38.01	287117154	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ra_rep_c74936_72685894	38.01	287139482	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ex_c21592_30743513	38.01	287139723	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Kukri_c43730_841	38.01	287140181	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	GENE-0126_140	38.01	287140818	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ku_c3844_7053669	38.01	287141992	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_Ku_c3844_7053669	38.01	287143266	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c33300_141	38.01	288027892	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP12_c6266_298	38.01	288466124	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP12_c6266_187	38.01	288466235	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV2709	38.01	241879250	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV2709	38.01	119215493	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c272_1632	38.01	130337237	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	IAAV2709	38.01	132178280	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	RAC875_c55052_604	38.01	182180645	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c17872_137	38.13	289360199	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP8_c2843_226	38.13	290793213	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP8_rep_c7560_159	38.13	291158174	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	wsnp_BF482891A_Ta_2_2	38.13	291837839	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BobWhite_c1488_504	38.25	296013942	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Ra_c11023_679	38.25	296015232	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c7893_359	38.25	297013961	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	BS00066535_51	38.25	298048196	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	CAP11_c6014_160	38.25	298971079	TRUE
Triticum_dicoccoides_Jorgensen2017	1A	Excalibur_c49588_76	38.25	300570906	TRUE
