set	map	mkr	gen	phys	vld
Brassica_juncea_Zou2016	A01	3081943S	38.104	10146924	TRUE
Brassica_juncea_Zou2016	A01	3087214S	38.678	NA	TRUE
Brassica_juncea_Zou2016	A01	3084628S	39.076	10131728	TRUE
Brassica_juncea_Zou2016	A01	3115206	40.144	5127988	TRUE
Brassica_juncea_Zou2016	NA	100053697	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100034589	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100011636	NA	4144181	TRUE
Brassica_juncea_Zou2016	A01	100098408	41.575	NA	TRUE
Brassica_juncea_Zou2016	NA	3141450	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3205196	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100092514	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3079307	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3091166S	41.822	10346709	TRUE
Brassica_juncea_Zou2016	A01	3108244	49.207	NA	TRUE
Brassica_juncea_Zou2016	NA	3120604	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	100061181S	49.526	13007769	TRUE
Brassica_juncea_Zou2016	A01	3103628S	50.337	13052795	TRUE
Brassica_juncea_Zou2016	A01	3075922S	50.588	13157865	TRUE
Brassica_juncea_Zou2016	A01	3081333	51.5	NA	TRUE
Brassica_juncea_Zou2016	NA	100025939	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3100210	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100016880	NA	13157873	TRUE
Brassica_juncea_Zou2016	NA	3098166	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	100010461	52.238	NA	TRUE
Brassica_juncea_Zou2016	NA	3109585	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3151633	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3158726	NA	13530936	TRUE
Brassica_juncea_Zou2016	NA	100007483	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3150404	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3128726	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3157749	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100045421	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3102948	NA	6226180	TRUE
Brassica_juncea_Zou2016	A01	3116966S	52.537	NA	TRUE
Brassica_juncea_Zou2016	A01	3100789	52.9	NA	TRUE
Brassica_juncea_Zou2016	NA	3103789	NA	2328834	TRUE
Brassica_juncea_Zou2016	NA	3135349	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3082993	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100036954	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3170027	NA	5580018	TRUE
Brassica_juncea_Zou2016	NA	100027411	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3088996	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3082795	NA	16389453	TRUE
Brassica_juncea_Zou2016	A01	3092939S	53.32	9180242	TRUE
Brassica_juncea_Zou2016	A01	3094588S	53.64	NA	TRUE
Brassica_juncea_Zou2016	A01	3077254S	53.945	8990182	TRUE
Brassica_juncea_Zou2016	A01	100022710S	54.407	19077657	TRUE
Brassica_juncea_Zou2016	A01	100021274	54.853	NA	TRUE
Brassica_juncea_Zou2016	A01	3137108S	55.345	NA	TRUE
Brassica_juncea_Zou2016	NA	100030834S	NA	8825802	TRUE
Brassica_juncea_Zou2016	NA	3137141S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100042215	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3074497S	55.609	NA	TRUE
Brassica_juncea_Zou2016	NA	100000732S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100013584	NA	28717046	TRUE
Brassica_juncea_Zou2016	NA	3141328	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3133502	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3074539S	55.853	NA	TRUE
Brassica_juncea_Zou2016	NA	3080317S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100065281	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3094048	NA	27705472	TRUE
Brassica_juncea_Zou2016	NA	100031984	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100100670	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3174590	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3161450	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100014317	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077836-2S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077836-1S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100044444S	NA	22276547	TRUE
Brassica_juncea_Zou2016	NA	3080854S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3083596S	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3090267S	55.962	21559686	TRUE
Brassica_juncea_Zou2016	NA	3084476S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100003963	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100012286	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100019513	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100027023	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100005007	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100050020	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3087511S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3125680S	NA	21344309	TRUE
Brassica_juncea_Zou2016	NA	3116133	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077982	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100014007	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100064651	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100006764	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100025909	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100009744	NA	19870329	TRUE
Brassica_juncea_Zou2016	NA	100082683	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100010351	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3079739	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100013791	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3084595	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3086858	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3097036	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3089585	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3187631	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3193370	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3205727	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3209975	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3216960	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077025	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3099731	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3200342	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3154727	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3174387	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3114348	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3143041	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3154133	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100060172	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3218692	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100048498	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077858	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100034486	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100043413	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3083061	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3087274	NA	7830261	TRUE
Brassica_juncea_Zou2016	NA	3210873	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077164	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3155608	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3078835	NA	16547236	TRUE
Brassica_juncea_Zou2016	NA	3081194	NA	24794889	TRUE
Brassica_juncea_Zou2016	NA	3150139	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3085176	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3201260	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3108321	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3200793	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3210192	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3087378	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100040879	NA	8046564	TRUE
Brassica_juncea_Zou2016	NA	100022828	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100036352	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3081152	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100057464	NA	8489078	TRUE
Brassica_juncea_Zou2016	NA	3088796	NA	5210691	TRUE
Brassica_juncea_Zou2016	NA	100046962	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3159784	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100058040	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3161873	NA	6893077	TRUE
Brassica_juncea_Zou2016	NA	3169181	NA	13077136	TRUE
Brassica_juncea_Zou2016	A01	3094839S	56.224	NA	TRUE
Brassica_juncea_Zou2016	A01	3080737S	56.392	NA	TRUE
Brassica_juncea_Zou2016	NA	3118810	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100034201	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	100002782	56.455	NA	TRUE
Brassica_juncea_Zou2016	NA	3083447	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100001734	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100010990	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100002932	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3083844	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100084124	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100052412	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100009856	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100103104	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100034332	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100005555	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100010552	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100061902	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100062959	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100021515	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100012441	NA	9645610	TRUE
Brassica_juncea_Zou2016	NA	100058868	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100066629	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3077758	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100059811	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100005103	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3128694	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3086882S	56.754	NA	TRUE
Brassica_juncea_Zou2016	A01	3107269S	57.004	19045751	TRUE
Brassica_juncea_Zou2016	NA	3133803S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100053393	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3102221	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3078145S	57.306	NA	TRUE
Brassica_juncea_Zou2016	A01	3122672S	57.62	22747316	TRUE
Brassica_juncea_Zou2016	A01	3074942	57.798	NA	TRUE
Brassica_juncea_Zou2016	A01	3099099S	58.065	NA	TRUE
Brassica_juncea_Zou2016	A01	3107490	58.199	8054026	TRUE
Brassica_juncea_Zou2016	A01	3160702S	58.403	NA	TRUE
Brassica_juncea_Zou2016	A01	100055329S	58.707	NA	TRUE
Brassica_juncea_Zou2016	NA	3207327	NA	8704016	TRUE
Brassica_juncea_Zou2016	NA	3146275	NA	20953376	TRUE
Brassica_juncea_Zou2016	NA	100007822	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3099103	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3075324	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3079654	NA	9269669	TRUE
Brassica_juncea_Zou2016	A01	3082078	59.148	NA	TRUE
Brassica_juncea_Zou2016	NA	100035371	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3084005	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100031749	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3193308	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3075725S	59.422	6571499	TRUE
Brassica_juncea_Zou2016	NA	3151004	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	100039618	59.723	NA	TRUE
Brassica_juncea_Zou2016	NA	3081445	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3097888	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3128249	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100026777	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3075045S	59.912	6279916	TRUE
Brassica_juncea_Zou2016	A01	100055070S	60.562	NA	TRUE
Brassica_juncea_Zou2016	NA	3219312	NA	10265106	TRUE
Brassica_juncea_Zou2016	A01	3095843	60.947	NA	TRUE
Brassica_juncea_Zou2016	NA	3148382	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3085484S	61.168	6845912	TRUE
Brassica_juncea_Zou2016	A01	3115870	62.421	NA	TRUE
Brassica_juncea_Zou2016	A01	3119463S	62.966	5467300	TRUE
Brassica_juncea_Zou2016	A01	3103147S	63.919	5210694	TRUE
Brassica_juncea_Zou2016	A01	3159711	64.112	19885132	TRUE
Brassica_juncea_Zou2016	NA	3078721	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3093342	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	100009884	64.572	NA	TRUE
Brassica_juncea_Zou2016	A01	100075824S	64.976	5186150	TRUE
Brassica_juncea_Zou2016	A01	3166314S	66.575	20111219	TRUE
Brassica_juncea_Zou2016	A01	100006780	70.706	NA	TRUE
Brassica_juncea_Zou2016	NA	100006654	NA	NA	TRUE
Brassica_juncea_Zou2016	A01	3119179	70.92	NA	TRUE
Brassica_juncea_Zou2016	NA	3108935	NA	13955814	TRUE
Brassica_juncea_Zou2016	A01	3079924S	72.337	NA	TRUE
Brassica_juncea_Zou2016	A01	3076213S	73.187	NA	TRUE
Brassica_juncea_Zou2016	A01	3103249S	74.449	3996378	TRUE
Brassica_juncea_Zou2016	A01	100004941	75.407	3460772	TRUE
Brassica_juncea_Zou2016	A01	3087115S	76.036	4001931	TRUE
Brassica_juncea_Zou2016	A01	3087617S	79.559	21737394	TRUE
Brassica_juncea_Zou2016	A01	100051639S	81.146	NA	TRUE
Brassica_juncea_Zou2016	A01	3131769S	82.432	1941732	TRUE
Brassica_juncea_Zou2016	A01	100051982S	83.485	1803432	TRUE
Brassica_juncea_Zou2016	A01	100066623	84.161	1244739	TRUE
Brassica_juncea_Zou2016	A01	100017202	84.392	22643031	TRUE
Brassica_juncea_Zou2016	A01	100002538	84.447	NA	TRUE
Brassica_juncea_Zou2016	NA	3121657	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3159615	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3104128	NA	24037307	TRUE
Brassica_juncea_Zou2016	NA	3093249	NA	8397907	TRUE
Brassica_juncea_Zou2016	A01	100065641S	85.876	1046720	TRUE
Brassica_juncea_Zou2016	A01	3194362S	86.588	NA	TRUE
Brassica_juncea_Zou2016	A01	3080372-2S	88.569	NA	TRUE
Brassica_juncea_Zou2016	A01	3082915S	89.699	79481	TRUE
Brassica_juncea_Zou2016	A01	3117919S	90.952	NA	TRUE
Brassica_juncea_Zou2016	A02	3121832	0	NA	TRUE
Brassica_juncea_Zou2016	A02	3096618S	1.114	1650379	TRUE
Brassica_juncea_Zou2016	A02	100079880	1.66800000000001	1650376	TRUE
Brassica_juncea_Zou2016	NA	100052507	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3091591S	1.85400000000001	NA	TRUE
Brassica_juncea_Zou2016	A02	3104900S	3.545	2431118	TRUE
Brassica_juncea_Zou2016	A02	3081874S	5.14200000000001	NA	TRUE
Brassica_juncea_Zou2016	A02	100005875S	5.831	2668851	TRUE
Brassica_juncea_Zou2016	A02	100006802	6.43000000000001	NA	TRUE
Brassica_juncea_Zou2016	A02	100016654	6.90600000000001	2669229	TRUE
Brassica_juncea_Zou2016	A02	3089380	8.36600000000001	2994056	TRUE
Brassica_juncea_Zou2016	NA	100036919	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3080608	9.16100000000001	2994056	TRUE
Brassica_juncea_Zou2016	A02	100040621	9.84100000000001	3096574	TRUE
Brassica_juncea_Zou2016	A02	100022477S	11.832	4084068	TRUE
Brassica_juncea_Zou2016	A02	3081624S	12.3	NA	TRUE
Brassica_juncea_Zou2016	A02	3115837S	13.052	3974386	TRUE
Brassica_juncea_Zou2016	A02	3090447S	13.447	3584461	TRUE
Brassica_juncea_Zou2016	A02	100035075S	13.709	3711156	TRUE
Brassica_juncea_Zou2016	A02	100025103	13.982	3586537	TRUE
Brassica_juncea_Zou2016	A02	100041506S	14.529	3878210	TRUE
Brassica_juncea_Zou2016	A02	3080125S	14.733	NA	TRUE
Brassica_juncea_Zou2016	A02	100052157	15.026	564492	TRUE
Brassica_juncea_Zou2016	NA	3154842	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3083582S	15.221	490892	TRUE
Brassica_juncea_Zou2016	A02	3102965S	15.695	3975247	TRUE
Brassica_juncea_Zou2016	A02	3152242S	15.97	4425361	TRUE
Brassica_juncea_Zou2016	A02	100015472S	16.226	NA	TRUE
Brassica_juncea_Zou2016	A02	3080846S	16.968	774987	TRUE
Brassica_juncea_Zou2016	A02	3190904	17.294	852690	TRUE
Brassica_juncea_Zou2016	A02	3163674S	18.22	4488827	TRUE
Brassica_juncea_Zou2016	A02	3147423S	19.476	4554373	TRUE
Brassica_juncea_Zou2016	A02	3114642	20.78	NA	TRUE
Brassica_juncea_Zou2016	A02	3108844	21.204	NA	TRUE
Brassica_juncea_Zou2016	A02	3091093S	22.654	NA	TRUE
Brassica_juncea_Zou2016	A02	100006914	26.19	NA	TRUE
Brassica_juncea_Zou2016	NA	100039403	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3091163S	27.49	NA	TRUE
Brassica_juncea_Zou2016	A02	3139807	30.011	NA	TRUE
Brassica_juncea_Zou2016	A02	3168135S	31.806	7089051	TRUE
Brassica_juncea_Zou2016	A02	3095819S	32.708	6872452	TRUE
Brassica_juncea_Zou2016	NA	3110514	NA	6957932	TRUE
Brassica_juncea_Zou2016	NA	100014589	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100057373	NA	8456675	TRUE
Brassica_juncea_Zou2016	A02	3131693	36.093	NA	TRUE
Brassica_juncea_Zou2016	NA	3074383	NA	24208850	TRUE
Brassica_juncea_Zou2016	NA	3081634	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	100037663S	36.879	23959885	TRUE
Brassica_juncea_Zou2016	A02	100015579S	37.502	23809776	TRUE
Brassica_juncea_Zou2016	A02	3113817S	38.085	3733688	TRUE
Brassica_juncea_Zou2016	NA	3100791	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3085206S	39.858	22928440	TRUE
Brassica_juncea_Zou2016	NA	100009740	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100012708	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3145240S	40.588	NA	TRUE
Brassica_juncea_Zou2016	NA	3094412S	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3112909S	40.954	23073412	TRUE
Brassica_juncea_Zou2016	A02	3109757	41.792	4443167	TRUE
Brassica_juncea_Zou2016	A02	100085104	41.849	NA	TRUE
Brassica_juncea_Zou2016	NA	100041032	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100067335	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100099772	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100101211	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3074656	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3137712	NA	14906916	TRUE
Brassica_juncea_Zou2016	NA	100009746	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3075821S	42.66	4663200	TRUE
Brassica_juncea_Zou2016	A02	100023439	43.131	NA	TRUE
Brassica_juncea_Zou2016	A02	3141354S	43.471	22109330	TRUE
Brassica_juncea_Zou2016	A02	3116036S	44.124	NA	TRUE
Brassica_juncea_Zou2016	A02	3123908S	45.529	20825036	TRUE
Brassica_juncea_Zou2016	A02	3124555S	46.047	20995068	TRUE
Brassica_juncea_Zou2016	A02	3086644S	46.329	NA	TRUE
Brassica_juncea_Zou2016	A02	3076610S	46.62	10359291	TRUE
Brassica_juncea_Zou2016	A02	3078727S	47.036	20983750	TRUE
Brassica_juncea_Zou2016	A02	100001715	48.08	6155994	TRUE
Brassica_juncea_Zou2016	A02	3109972	48.154	NA	TRUE
Brassica_juncea_Zou2016	NA	3076060	NA	13849248	TRUE
Brassica_juncea_Zou2016	NA	3149640	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	100004491	50.67	7054262	TRUE
Brassica_juncea_Zou2016	NA	100018125	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3086638S	51.348	26069427	TRUE
Brassica_juncea_Zou2016	A02	100041785S	52.081	26220645	TRUE
Brassica_juncea_Zou2016	A02	3127952S	52.497	26689746	TRUE
Brassica_juncea_Zou2016	NA	3099959	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3078688S	52.637	27000478	TRUE
Brassica_juncea_Zou2016	NA	100027314	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3092637-2S	52.774	NA	TRUE
Brassica_juncea_Zou2016	NA	3075341	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3103133S	53.142	26901485	TRUE
Brassica_juncea_Zou2016	A02	3137908S	53.663	26913838	TRUE
Brassica_juncea_Zou2016	A02	3121479	53.904	NA	TRUE
Brassica_juncea_Zou2016	NA	3080289	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3080778S	54.119	8894032	TRUE
Brassica_juncea_Zou2016	A02	3088065-2S	54.617	NA	TRUE
Brassica_juncea_Zou2016	A02	3088065-1S	54.722	NA	TRUE
Brassica_juncea_Zou2016	NA	3117488	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3085896	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3085028	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3074390S	55.196	27345049	TRUE
Brassica_juncea_Zou2016	A02	3112311	55.619	NA	TRUE
Brassica_juncea_Zou2016	NA	100014053	NA	29112258	TRUE
Brassica_juncea_Zou2016	NA	3082066	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3075137	NA	15190853	TRUE
Brassica_juncea_Zou2016	A02	100040487	57.951	NA	TRUE
Brassica_juncea_Zou2016	A02	100055584	58.3	NA	TRUE
Brassica_juncea_Zou2016	A02	3076261S	58.69	NA	TRUE
Brassica_juncea_Zou2016	NA	100009086	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100005325	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100008123	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3104195S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100101538	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100012642	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3081664	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100009019	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100018917	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3098906	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3142615	NA	7126965	TRUE
Brassica_juncea_Zou2016	NA	3075678	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3122184	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3124188	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100055475	NA	16591808	TRUE
Brassica_juncea_Zou2016	NA	3096918	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3146671S	59.018	14057706	TRUE
Brassica_juncea_Zou2016	NA	3108264-2S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3115631S	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3088602	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	3092949	NA	NA	TRUE
Brassica_juncea_Zou2016	A02	3169540S	59.315	17785241	TRUE
Brassica_juncea_Zou2016	A02	100058805S	59.808	17972493	TRUE
Brassica_juncea_Zou2016	A02	3078019S	60.077	19146407	TRUE
Brassica_juncea_Zou2016	NA	100007675	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100011855	NA	NA	TRUE
Brassica_juncea_Zou2016	NA	100061192	NA	NA	TRUE
