sat	map	mkr	gen	phys	vld
Brassica_oleracea	2	Marker140897	12.661	24441921	TRUE
Brassica_oleracea	2	Marker144018	12.661	24635982	TRUE
Brassica_oleracea	2	Marker144054	12.661	21097599	TRUE
Brassica_oleracea	2	Marker144132	12.661	24348939	TRUE
Brassica_oleracea	2	Marker144924	12.661	24453228	TRUE
Brassica_oleracea	2	Marker145509	12.661	24189960	TRUE
Brassica_oleracea	2	Marker145517	12.661	24261558	TRUE
Brassica_oleracea	2	Marker146397	12.661	23815613	TRUE
Brassica_oleracea	2	Marker146697	12.661	24629875	TRUE
Brassica_oleracea	2	Marker148266	12.661	24309819	TRUE
Brassica_oleracea	2	Marker149351	12.661	24739865	TRUE
Brassica_oleracea	2	Marker150397	12.661	23810586	TRUE
Brassica_oleracea	2	Marker150443	12.661	23949312	TRUE
Brassica_oleracea	2	Marker150461	12.661	23811084	TRUE
Brassica_oleracea	2	Marker150889	12.661	24305241	TRUE
Brassica_oleracea	2	Marker151112	12.661	24135151	TRUE
Brassica_oleracea	2	Marker151717	12.661	24201316	TRUE
Brassica_oleracea	2	Marker152476	12.661	24891472	TRUE
Brassica_oleracea	2	Marker153976	12.661	24022054	TRUE
Brassica_oleracea	2	Marker154234	12.661	23866980	TRUE
Brassica_oleracea	2	Marker154893	12.661	27847161	TRUE
Brassica_oleracea	2	Marker157139	12.661	24071355	TRUE
Brassica_oleracea	2	Marker158929	12.661	23943816	TRUE
Brassica_oleracea	2	Marker159975	12.661	24621125	TRUE
Brassica_oleracea	2	Marker160482	12.661	23966417	TRUE
Brassica_oleracea	2	Marker160736	12.661	26543922	TRUE
Brassica_oleracea	2	Marker161063	12.661	24294256	TRUE
Brassica_oleracea	2	Marker161136	12.661	28250644	TRUE
Brassica_oleracea	2	Marker161401	12.661	24164738	TRUE
Brassica_oleracea	2	Marker161639	12.661	24740185	TRUE
Brassica_oleracea	2	Marker161912	12.661	24614433	TRUE
Brassica_oleracea	2	Marker162869	12.661	24079824	TRUE
Brassica_oleracea	2	Marker162918	12.661	24831975	TRUE
Brassica_oleracea	2	Marker163636	12.661	24939655	TRUE
Brassica_oleracea	2	Marker164047	12.661	24462688	TRUE
Brassica_oleracea	2	Marker165938	12.661	24310108	TRUE
Brassica_oleracea	2	Marker166066	12.661	25271673	TRUE
Brassica_oleracea	2	Marker166931	12.661	24072411	TRUE
Brassica_oleracea	2	Marker167858	12.661	24147265	TRUE
Brassica_oleracea	2	Marker167870	12.661	24028254	TRUE
Brassica_oleracea	2	Marker168793	12.661	24711392	TRUE
Brassica_oleracea	2	Marker168905	12.661	24323435	TRUE
Brassica_oleracea	2	Marker169857	12.661	25082359	TRUE
Brassica_oleracea	2	Marker142613	15.195	20826828	TRUE
Brassica_oleracea	2	Marker150067	15.195	20778709	TRUE
Brassica_oleracea	2	Marker169365	15.195	21046627	TRUE
Brassica_oleracea	2	Marker139704	17.729	19997959	TRUE
Brassica_oleracea	2	Marker140449	17.729	20013671	TRUE
Brassica_oleracea	2	Marker140560	17.729	20025506	TRUE
Brassica_oleracea	2	Marker141132	17.729	17590398	TRUE
Brassica_oleracea	2	Marker141594	17.729	17731094	TRUE
Brassica_oleracea	2	Marker141996	17.729	17485823	TRUE
Brassica_oleracea	2	Marker142627	17.729	18789535	TRUE
Brassica_oleracea	2	Marker144292	17.729	20264494	TRUE
Brassica_oleracea	2	Marker144867	17.729	19138170	TRUE
Brassica_oleracea	2	Marker146730	17.729	20778389	TRUE
Brassica_oleracea	2	Marker148773	17.729	20552052	TRUE
Brassica_oleracea	2	Marker149490	17.729	20302697	TRUE
Brassica_oleracea	2	Marker149764	17.729	20017295	TRUE
Brassica_oleracea	2	Marker150981	17.729	20737565	TRUE
Brassica_oleracea	2	Marker151351	17.729	17753771	TRUE
Brassica_oleracea	2	Marker151893	17.729	18629956	TRUE
Brassica_oleracea	2	Marker151970	17.729	20464886	TRUE
Brassica_oleracea	2	Marker152238	17.729	17761237	TRUE
Brassica_oleracea	2	Marker152760	17.729	20118130	TRUE
Brassica_oleracea	2	Marker153167	17.729	20106718	TRUE
Brassica_oleracea	2	Marker153197	17.729	20104503	TRUE
Brassica_oleracea	2	Marker158864	17.729	20562490	TRUE
Brassica_oleracea	2	Marker159381	17.729	17757536	TRUE
Brassica_oleracea	2	Marker160433	17.729	19612658	TRUE
Brassica_oleracea	2	Marker164519	17.729	20630832	TRUE
Brassica_oleracea	2	Marker164994	17.729	18629295	TRUE
Brassica_oleracea	2	Marker165270	17.729	20071359	TRUE
Brassica_oleracea	2	Marker166115	17.729	19999589	TRUE
Brassica_oleracea	2	Marker166578	17.729	20600136	TRUE
Brassica_oleracea	2	Marker168110	17.729	19610036	TRUE
Brassica_oleracea	2	Marker168246	17.729	20013355	TRUE
Brassica_oleracea	2	Marker168539	17.729	18709551	TRUE
Brassica_oleracea	2	Marker168599	17.729	20616227	TRUE
Brassica_oleracea	2	Marker139623	18.995	16832961	TRUE
Brassica_oleracea	2	Marker140272	18.995	16855531	TRUE
Brassica_oleracea	2	Marker140873	18.995	13404680	TRUE
Brassica_oleracea	2	Marker141824	18.995	14920404	TRUE
Brassica_oleracea	2	Marker141827	18.995	16748971	TRUE
Brassica_oleracea	2	Marker142281	18.995	16755886	TRUE
Brassica_oleracea	2	Marker145909	18.995	16866617	TRUE
Brassica_oleracea	2	Marker149587	18.995	16833394	TRUE
Brassica_oleracea	2	Marker154736	18.995	17188079	TRUE
Brassica_oleracea	2	Marker159569	18.995	13394634	TRUE
Brassica_oleracea	2	Marker163183	18.995	16841734	TRUE
Brassica_oleracea	2	Marker164484	18.995	15029061	TRUE
Brassica_oleracea	2	Marker166820	18.995	17027921	TRUE
Brassica_oleracea	2	Marker142389	20.261	13385863	TRUE
Brassica_oleracea	2	Marker149983	20.261	11595991	TRUE
Brassica_oleracea	2	Marker165961	20.261	11655407	TRUE
Brassica_oleracea	2	Marker165993	20.261	13064368	TRUE
Brassica_oleracea	2	Marker162929	22.795	11595704	TRUE
Brassica_oleracea	2	Marker151094	25.328	10904674	TRUE
Brassica_oleracea	2	Marker156379	27.862	9997996	TRUE
Brassica_oleracea	2	Marker157144	29.128	8473077	TRUE
Brassica_oleracea	2	Marker163721	29.128	7423848	TRUE
Brassica_oleracea	2	Marker151290	34.209	7330779	TRUE
Brassica_oleracea	2	Marker164335	36.743	7225600	TRUE
Brassica_oleracea	2	Marker138746	39.277	7077648	TRUE
Brassica_oleracea	2	Marker144504	39.277	5882731	TRUE
Brassica_oleracea	2	Marker153915	39.277	5894674	TRUE
Brassica_oleracea	2	Marker153066	40.543	5517101	TRUE
Brassica_oleracea	2	Marker155810	40.543	5758129	TRUE
Brassica_oleracea	2	Marker143749	43.077	4769226	TRUE
Brassica_oleracea	2	Marker143786	43.077	5352942	TRUE
Brassica_oleracea	2	Marker156944	43.077	5476513	TRUE
Brassica_oleracea	2	Marker138728	45.61	3546268	TRUE
Brassica_oleracea	2	Marker139250	45.61	3580521	TRUE
Brassica_oleracea	2	Marker141063	45.61	4605550	TRUE
Brassica_oleracea	2	Marker142750	45.61	4567182	TRUE
Brassica_oleracea	2	Marker143832	45.61	4341188	TRUE
Brassica_oleracea	2	Marker144837	45.61	3593109	TRUE
Brassica_oleracea	2	Marker148695	45.61	2316258	TRUE
Brassica_oleracea	2	Marker149456	45.61	3696491	TRUE
Brassica_oleracea	2	Marker150108	45.61	3883255	TRUE
Brassica_oleracea	2	Marker152678	45.61	2309304	TRUE
Brassica_oleracea	2	Marker152891	45.61	3596457	TRUE
Brassica_oleracea	2	Marker155443	45.61	3628572	TRUE
Brassica_oleracea	2	Marker156240	45.61	3348986	TRUE
Brassica_oleracea	2	Marker156859	45.61	4457221	TRUE
Brassica_oleracea	2	Marker158480	45.61	3239982	TRUE
Brassica_oleracea	2	Marker159211	45.61	3701510	TRUE
Brassica_oleracea	2	Marker168386	45.61	3931715	TRUE
Brassica_oleracea	3	Marker37794	0	54109613	TRUE
Brassica_oleracea	3	Marker44573	0	53948375	TRUE
Brassica_oleracea	3	Marker44694	0	55461854	TRUE
Brassica_oleracea	3	Marker45929	0	53547766	TRUE
Brassica_oleracea	3	Marker58118	0	53945094	TRUE
Brassica_oleracea	3	Marker61184	0	52982158	TRUE
Brassica_oleracea	3	Marker63832	0	54453908	TRUE
Brassica_oleracea	3	Marker69053	0	53988329	TRUE
Brassica_oleracea	3	Marker72906	0	55424807	TRUE
Brassica_oleracea	3	Marker74843	0	57138965	TRUE
Brassica_oleracea	3	Marker77899	0	54088261	TRUE
Brassica_oleracea	3	Marker36021	1.266	52956176	TRUE
Brassica_oleracea	3	Marker62403	3.8	52952909	TRUE
Brassica_oleracea	3	Marker76279	3.8	52946472	TRUE
Brassica_oleracea	3	Marker48514	6.334	50572043	TRUE
Brassica_oleracea	3	Marker62347	6.334	47789212	TRUE
Brassica_oleracea	3	Marker66542	6.334	49814889	TRUE
Brassica_oleracea	3	Marker69252	6.334	50710131	TRUE
Brassica_oleracea	3	Marker33978	10.139	46913706	TRUE
Brassica_oleracea	3	Marker34518	10.139	45022041	TRUE
Brassica_oleracea	3	Marker34541	10.139	45958630	TRUE
Brassica_oleracea	3	Marker34623	10.139	47040348	TRUE
Brassica_oleracea	3	Marker35163	10.139	45754320	TRUE
Brassica_oleracea	3	Marker36032	10.139	44990617	TRUE
Brassica_oleracea	3	Marker36950	10.139	45758024	TRUE
Brassica_oleracea	3	Marker37349	10.139	44645204	TRUE
Brassica_oleracea	3	Marker37972	10.139	46862558	TRUE
Brassica_oleracea	3	Marker39142	10.139	45917172	TRUE
Brassica_oleracea	3	Marker40903	10.139	45479220	TRUE
Brassica_oleracea	3	Marker42474	10.139	46250480	TRUE
Brassica_oleracea	3	Marker44229	10.139	45959854	TRUE
Brassica_oleracea	3	Marker44902	10.139	44616070	TRUE
Brassica_oleracea	3	Marker47625	10.139	45953780	TRUE
Brassica_oleracea	3	Marker47629	10.139	44966986	TRUE
Brassica_oleracea	3	Marker49776	10.139	45631234	TRUE
Brassica_oleracea	3	Marker51316	10.139	46009207	TRUE
Brassica_oleracea	3	Marker53480	10.139	45900903	TRUE
Brassica_oleracea	3	Marker53736	10.139	45780722	TRUE
Brassica_oleracea	3	Marker55290	10.139	45372084	TRUE
Brassica_oleracea	3	Marker59008	10.139	45913061	TRUE
Brassica_oleracea	3	Marker59698	10.139	44561880	TRUE
Brassica_oleracea	3	Marker62106	10.139	44593656	TRUE
Brassica_oleracea	3	Marker64876	10.139	46864268	TRUE
Brassica_oleracea	3	Marker66417	10.139	46354979	TRUE
Brassica_oleracea	3	Marker66486	10.139	45060259	TRUE
Brassica_oleracea	3	Marker66538	10.139	44596500	TRUE
Brassica_oleracea	3	Marker66762	10.139	44930848	TRUE
Brassica_oleracea	3	Marker67015	10.139	45911136	TRUE
Brassica_oleracea	3	Marker68026	10.139	46367513	TRUE
Brassica_oleracea	3	Marker68742	10.139	44653695	TRUE
Brassica_oleracea	3	Marker68856	10.139	46305577	TRUE
Brassica_oleracea	3	Marker68909	10.139	45499487	TRUE
Brassica_oleracea	3	Marker68918	10.139	45856177	TRUE
Brassica_oleracea	3	Marker71081	10.139	44519982	TRUE
Brassica_oleracea	3	Marker71689	10.139	46915345	TRUE
Brassica_oleracea	3	Marker73535	10.139	44561501	TRUE
Brassica_oleracea	3	Marker75128	10.139	45293944	TRUE
Brassica_oleracea	3	Marker75430	10.139	45744545	TRUE
Brassica_oleracea	3	Marker76714	10.139	45591203	TRUE
Brassica_oleracea	3	Marker76975	10.139	47047960	TRUE
Brassica_oleracea	3	Marker77756	10.139	45497029	TRUE
Brassica_oleracea	3	Marker50899	11.405	44447104	TRUE
Brassica_oleracea	3	Marker68455	15.209	44320791	TRUE
Brassica_oleracea	3	Marker56940	16.475	44223924	TRUE
Brassica_oleracea	3	Marker72899	20.28	43841697	TRUE
Brassica_oleracea	3	Marker37136	22.814	42815257	TRUE
Brassica_oleracea	3	Marker41737	24.08	42640059	TRUE
Brassica_oleracea	3	Marker34361	26.614	41215024	TRUE
Brassica_oleracea	3	Marker34980	26.614	39389812	TRUE
Brassica_oleracea	3	Marker35103	26.614	37793988	TRUE
Brassica_oleracea	3	Marker36009	26.614	37769015	TRUE
Brassica_oleracea	3	Marker38115	26.614	32034548	TRUE
Brassica_oleracea	3	Marker39104	26.614	37777463	TRUE
Brassica_oleracea	3	Marker42066	26.614	41718305	TRUE
Brassica_oleracea	3	Marker43154	26.614	38391092	TRUE
Brassica_oleracea	3	Marker43173	26.614	38248644	TRUE
Brassica_oleracea	3	Marker43222	26.614	37728483	TRUE
Brassica_oleracea	3	Marker44500	26.614	36053625	TRUE
Brassica_oleracea	3	Marker45600	26.614	36873904	TRUE
Brassica_oleracea	3	Marker46105	26.614	42508826	TRUE
Brassica_oleracea	3	Marker47267	26.614	40252538	TRUE
Brassica_oleracea	3	Marker47575	26.614	35488595	TRUE
Brassica_oleracea	3	Marker48050	26.614	41839745	TRUE
Brassica_oleracea	3	Marker48490	26.614	40367819	TRUE
Brassica_oleracea	3	Marker48576	26.614	40220744	TRUE
Brassica_oleracea	3	Marker48790	26.614	40935268	TRUE
Brassica_oleracea	3	Marker49579	26.614	36097583	TRUE
Brassica_oleracea	3	Marker49681	26.614	40318612	TRUE
Brassica_oleracea	3	Marker50570	26.614	33405472	TRUE
Brassica_oleracea	3	Marker51268	26.614	39812032	TRUE
Brassica_oleracea	3	Marker53679	26.614	33397196	TRUE
Brassica_oleracea	3	Marker54449	26.614	40392192	TRUE
Brassica_oleracea	3	Marker57400	26.614	40356768	TRUE
Brassica_oleracea	3	Marker57454	26.614	35618710	TRUE
Brassica_oleracea	3	Marker58695	26.614	39469293	TRUE
Brassica_oleracea	3	Marker60484	26.614	40115614	TRUE
Brassica_oleracea	3	Marker64385	26.614	42523520	TRUE
Brassica_oleracea	3	Marker70817	26.614	42033871	TRUE
Brassica_oleracea	3	Marker72567	26.614	32567656	TRUE
Brassica_oleracea	3	Marker73543	26.614	40272348	TRUE
Brassica_oleracea	3	Marker74101	26.614	39808181	TRUE
Brassica_oleracea	3	Marker74761	26.614	38812934	TRUE
Brassica_oleracea	3	Marker75942	26.614	32504377	TRUE
Brassica_oleracea	3	Marker76184	26.614	41774743	TRUE
Brassica_oleracea	3	Marker76871	26.614	41457928	TRUE
Brassica_oleracea	3	Marker47539	27.88	31285403	TRUE
Brassica_oleracea	3	Marker53034	27.88	31369036	TRUE
Brassica_oleracea	3	Marker35637	30.414	30769943	TRUE
Brassica_oleracea	3	Marker36101	30.414	30805704	TRUE
